"ID"	"Sex"	"MetaPref"	"Musicianship"	"Ollen_Score"	"valence"	"chord"	"register"	"inversion"	"tension"	"energy"	"consonance"	"preference"
"S249"	"male"	"ReflectiveAndComplex"	"Musician"	798	7	"Major"	"High"	"Root"	1	4	7	3
"S250"	"male"	"EnergeticAndRhythmic"	"Non-musician"	424	5	"Major"	"High"	"Root"	6	2	4	2
"S251"	"female"	"EnergeticAndRhythmic"	"Musician"	959	6	"Major"	"High"	"Root"	3	5	6	5
"S252"	"male"	"ReflectiveAndComplex"	"Musician"	986	7	"Major"	"High"	"Root"	2	4	7	6
"S253"	"male"	"ReflectiveAndComplex"	"Musician"	939	6	"Major"	"High"	"Root"	2	5	7	6
"S254"	"male"	"ReflectiveAndComplex"	"Non-musician"	218	6	"Major"	"High"	"Root"	4	5	5	4
"S255"	"female"	"ReflectiveAndComplex"	"Musician"	964	6	"Major"	"High"	"Root"	2	4	6	7
"S256"	"male"	"EnergeticAndRhythmic"	"Musician"	782	5	"Major"	"High"	"Root"	3	3	6	4
"S257"	"female"	"ReflectiveAndComplex"	"Non-musician"	338	5	"Major"	"High"	"Root"	6	4	6	4
"S258"	"female"	"ReflectiveAndComplex"	"Non-musician"	402	6	"Major"	"High"	"Root"	3	4	6	4
"S259"	"male"	"ReflectiveAndComplex"	"Musician"	839	6	"Major"	"High"	"Root"	3	4	6	4
"S260"	"male"	"EnergeticAndRhythmic"	"Musician"	938	6	"Major"	"High"	"Root"	3	4	6	4
"S261"	"male"	"ReflectiveAndComplex"	"Musician"	756	7	"Major"	"High"	"Root"	1	5	7	6
"S262"	"female"	"UpbeatAndConventional"	"Musician"	783	7	"Major"	"High"	"Root"	1	5	7	6
"S263"	"male"	"ReflectiveAndComplex"	"Musician"	966	7	"Major"	"High"	"Root"	1	3	7	2
"S264"	"male"	"UpbeatAndConventional"	"Non-musician"	271	6	"Major"	"High"	"Root"	3	4	6	4
"S265"	"male"	"IntenseAndRebellious"	"Musician"	715	7	"Major"	"High"	"Root"	2	2	7	7
"S266"	"female"	"UpbeatAndConventional"	"Non-musician"	77	7	"Major"	"High"	"Root"	1	2	7	7
"S267"	"male"	"IntenseAndRebellious"	"Non-musician"	142	6	"Major"	"High"	"Root"	4	4	4	5
"S268"	"female"	"IntenseAndRebellious"	"Non-musician"	330	7	"Major"	"High"	"Root"	1	4	7	4
"S269"	"female"	"IntenseAndRebellious"	"Non-musician"	115	7	"Major"	"High"	"Root"	1	7	7	5
"S270"	"female"	"ReflectiveAndComplex"	"Non-musician"	196	6	"Major"	"High"	"Root"	1	4	1	4
"S271"	"male"	"UpbeatAndConventional"	"Musician"	975	7	"Major"	"High"	"Root"	1	4	7	7
"S272"	"male"	"ReflectiveAndComplex"	"Musician"	981	5	"Major"	"High"	"Root"	3	4	5	3
"S273"	"female"	"UpbeatAndConventional"	"Non-musician"	241	6	"Major"	"High"	"Root"	3	4	6	4
"S274"	"female"	"ReflectiveAndComplex"	"Non-musician"	299	5	"Major"	"High"	"Root"	4	5	5	3
"S275"	"female"	"IntenseAndRebellious"	"Musician"	658	4	"Major"	"High"	"Root"	2	3	7	4
"S276"	"female"	"IntenseAndRebellious"	"Non-musician"	17	6	"Major"	"High"	"Root"	3	4	6	4
"S277"	"female"	"ReflectiveAndComplex"	"Non-musician"	396	4	"Major"	"High"	"Root"	4	4	4	5
"S278"	"male"	"UpbeatAndConventional"	"Non-musician"	478	4	"Major"	"High"	"Root"	3	4	6	4
"S279"	"male"	"EnergeticAndRhythmic"	"Non-musician"	258	5	"Major"	"High"	"Root"	1	2	6	5
"S280"	"female"	"IntenseAndRebellious"	"Non-musician"	99	6	"Major"	"High"	"Root"	3	4	6	4
"S281"	"female"	"UpbeatAndConventional"	"Non-musician"	159	6	"Major"	"High"	"Root"	3	2	5	5
"S282"	"female"	"ReflectiveAndComplex"	"Musician"	995	4	"Major"	"High"	"Root"	3	3	6	4
"S283"	"female"	"UpbeatAndConventional"	"Non-musician"	145	3	"Major"	"High"	"Root"	6	5	2	2
"S284"	"female"	"ReflectiveAndComplex"	"Musician"	803	7	"Major"	"High"	"Root"	5	5	6	4
"S285"	"male"	"UpbeatAndConventional"	"Musician"	569	4	"Major"	"High"	"Root"	3	4	4	3
"S286"	"male"	"ReflectiveAndComplex"	"Musician"	894	6	"Major"	"High"	"Root"	1	4	6	7
"S287"	"male"	"EnergeticAndRhythmic"	"Non-musician"	275	5	"Major"	"High"	"Root"	3	3	6	6
"S288"	"male"	"ReflectiveAndComplex"	"Musician"	846	7	"Major"	"High"	"Root"	2	3	7	5
"S289"	"female"	"ReflectiveAndComplex"	"Non-musician"	145	7	"Major"	"High"	"Root"	1	5	7	3
"S290"	"female"	"UpbeatAndConventional"	"Non-musician"	78	3	"Major"	"High"	"Root"	5	2	2	4
"S291"	"male"	"ReflectiveAndComplex"	"Musician"	827	5	"Major"	"High"	"Root"	3	5	6	4
"S292"	"female"	"IntenseAndRebellious"	"Non-musician"	100	2	"Major"	"High"	"Root"	6	5	5	2
"S293"	"male"	"ReflectiveAndComplex"	"Musician"	955	7	"Major"	"High"	"Root"	4	6	7	3
"S294"	"female"	"UpbeatAndConventional"	"Non-musician"	91	6	"Major"	"High"	"Root"	3	5	5	5
"S295"	"female"	"ReflectiveAndComplex"	"Musician"	975	7	"Major"	"High"	"Root"	1	7	7	5
"S296"	"male"	"ReflectiveAndComplex"	"Non-musician"	336	5	"Major"	"High"	"Root"	2	4	7	4
"S297"	"male"	"ReflectiveAndComplex"	"Musician"	900	7	"Major"	"High"	"Root"	2	4	6	7
"S298"	"male"	"ReflectiveAndComplex"	"Non-musician"	111	3	"Major"	"High"	"Root"	7	6	1	2
"S299"	"male"	"IntenseAndRebellious"	"Non-musician"	497	7	"Major"	"High"	"Root"	1	5	7	1
"S300"	"female"	"UpbeatAndConventional"	"Non-musician"	408	7	"Major"	"High"	"Root"	1	5	7	6
"S301"	"female"	"IntenseAndRebellious"	"Non-musician"	277	7	"Major"	"High"	"Root"	1	1	7	3
"S302"	"female"	"ReflectiveAndComplex"	"Non-musician"	121	6	"Major"	"High"	"Root"	2	2	7	6
"S303"	"male"	"ReflectiveAndComplex"	"Non-musician"	128	4	"Major"	"High"	"Root"	2	2	7	2
"S304"	"female"	"ReflectiveAndComplex"	"Non-musician"	401	7	"Major"	"High"	"Root"	2	4	5	6
"S305"	"male"	"ReflectiveAndComplex"	"Musician"	958	5	"Major"	"High"	"Root"	2	3	6	3
"S306"	"female"	"UpbeatAndConventional"	"Musician"	942	7	"Major"	"High"	"Root"	1	7	7	7
"S307"	"male"	"ReflectiveAndComplex"	"Musician"	670	5	"Major"	"High"	"Root"	1	4	7	5
"S308"	"male"	"ReflectiveAndComplex"	"Musician"	997	6	"Major"	"High"	"Root"	1	2	6	4
"S309"	"male"	"ReflectiveAndComplex"	"Non-musician"	368	7	"Major"	"High"	"Root"	1	5	7	5
"S310"	"female"	"IntenseAndRebellious"	"Non-musician"	17	6	"Major"	"High"	"Root"	3	4	6	4
"S311"	"male"	"ReflectiveAndComplex"	"Musician"	968	7	"Major"	"High"	"Root"	1	2	7	7
"S312"	"female"	"ReflectiveAndComplex"	"Non-musician"	366	5	"Major"	"High"	"Root"	2	4	7	5
"S313"	"male"	"ReflectiveAndComplex"	"Musician"	884	5	"Major"	"High"	"Root"	3	4	6	4
"S314"	"male"	"IntenseAndRebellious"	"Non-musician"	100	3	"Major"	"High"	"Root"	5	3	3	3
"S315"	"female"	"ReflectiveAndComplex"	"Musician"	999	6	"Major"	"High"	"Root"	2	1	6	5
"S316"	"male"	"ReflectiveAndComplex"	"Non-musician"	74	5	"Major"	"High"	"Root"	2	3	5	5
"S317"	"female"	"ReflectiveAndComplex"	"Non-musician"	315	6	"Major"	"High"	"Root"	5	5	6	4
"S318"	"male"	"IntenseAndRebellious"	"Musician"	979	1	"Major"	"High"	"Root"	1	1	7	1
"S319"	"female"	"ReflectiveAndComplex"	"Musician"	999	7	"Major"	"High"	"Root"	1	5	7	3
"S320"	"female"	"EnergeticAndRhythmic"	"Non-musician"	107	5	"Major"	"High"	"Root"	4	4	4	3
"S321"	"female"	"UpbeatAndConventional"	"Non-musician"	17	7	"Major"	"High"	"Root"	5	5	7	4
"S322"	"female"	"EnergeticAndRhythmic"	"Non-musician"	344	7	"Major"	"High"	"Root"	6	6	7	7
"S323"	"female"	"IntenseAndRebellious"	"Musician"	504	6	"Major"	"High"	"Root"	3	4	4	4
"S324"	"male"	"ReflectiveAndComplex"	"Musician"	878	7	"Major"	"High"	"Root"	2	5	6	4
"S325"	"male"	"IntenseAndRebellious"	"Non-musician"	310	6	"Major"	"High"	"Root"	3	6	7	5
"S326"	"male"	"IntenseAndRebellious"	"Non-musician"	88	7	"Major"	"High"	"Root"	1	4	6	1
"S327"	"female"	"ReflectiveAndComplex"	"Musician"	956	4	"Major"	"High"	"Root"	3	3	4	4
"S328"	"female"	"UpbeatAndConventional"	"Musician"	526	6	"Major"	"High"	"Root"	3	4	6	4
"S329"	"male"	"ReflectiveAndComplex"	"Musician"	569	7	"Major"	"High"	"Root"	1	3	7	7
"S330"	"male"	"ReflectiveAndComplex"	"Musician"	766	4	"Major"	"High"	"Root"	3	2	6	3
"S331"	"male"	"EnergeticAndRhythmic"	"Musician"	675	4	"Major"	"High"	"Root"	3	4	6	4
"S332"	"female"	"ReflectiveAndComplex"	"Non-musician"	161	4	"Major"	"High"	"Root"	4	4	4	4
"S333"	"female"	"UpbeatAndConventional"	"Non-musician"	187	6	"Major"	"High"	"Root"	2	3	6	7
"S334"	"male"	"EnergeticAndRhythmic"	"Musician"	821	7	"Major"	"High"	"Root"	1	2	7	2
"S335"	"male"	"ReflectiveAndComplex"	"Musician"	694	3	"Major"	"High"	"Root"	4	3	3	4
"S336"	"female"	"ReflectiveAndComplex"	"Musician"	687	6	"Major"	"High"	"Root"	1	1	7	7
"S337"	"female"	"IntenseAndRebellious"	"Musician"	970	5	"Major"	"High"	"Root"	2	3	6	4
"S338"	"male"	"ReflectiveAndComplex"	"Non-musician"	343	6	"Major"	"High"	"Root"	2	6	6	5
"S339"	"female"	"ReflectiveAndComplex"	"Musician"	788	5	"Major"	"High"	"Root"	1	5	7	3
"S340"	"male"	"IntenseAndRebellious"	"Musician"	724	7	"Major"	"High"	"Root"	2	3	7	2
"S341"	"female"	"ReflectiveAndComplex"	"Musician"	983	6	"Major"	"High"	"Root"	4	5	7	5
"S342"	"male"	"ReflectiveAndComplex"	"Musician"	541	6	"Major"	"High"	"Root"	3	4	6	4
"S343"	"male"	"IntenseAndRebellious"	"Non-musician"	173	4	"Major"	"High"	"Root"	4	4	4	4
"S344"	"male"	"UpbeatAndConventional"	"Non-musician"	212	5	"Major"	"High"	"Root"	3	4	4	3
"S345"	"male"	"ReflectiveAndComplex"	"Musician"	962	6	"Major"	"High"	"Root"	6	6	4	6
"S346"	"male"	"ReflectiveAndComplex"	"Musician"	948	3	"Major"	"High"	"Root"	3	3	7	3
"S347"	"male"	"ReflectiveAndComplex"	"Musician"	727	6	"Major"	"High"	"Root"	2	3	4	5
"S348"	"female"	"ReflectiveAndComplex"	"Non-musician"	203	5	"Major"	"High"	"Root"	1	6	4	6
"S349"	"male"	"ReflectiveAndComplex"	"Non-musician"	469	6	"Major"	"High"	"Root"	1	4	7	1
"S350"	"female"	"IntenseAndRebellious"	"Non-musician"	58	5	"Major"	"High"	"Root"	3	5	6	5
"S351"	"male"	"IntenseAndRebellious"	"Musician"	803	6	"Major"	"High"	"Root"	1	1	7	1
"S352"	"male"	"IntenseAndRebellious"	"Musician"	644	5	"Major"	"High"	"Root"	2	3	6	4
"S353"	"male"	"ReflectiveAndComplex"	"Musician"	582	4	"Major"	"High"	"Root"	2	2	6	4
"S354"	"male"	"ReflectiveAndComplex"	"Non-musician"	349	6	"Major"	"High"	"Root"	5	4	7	4
"S355"	"female"	"UpbeatAndConventional"	"Musician"	520	4	"Major"	"High"	"Root"	4	3	4	4
"S356"	"female"	"ReflectiveAndComplex"	"Non-musician"	341	6	"Major"	"High"	"Root"	2	4	6	6
"S357"	"male"	"ReflectiveAndComplex"	"Musician"	959	5	"Major"	"High"	"Root"	2	4	7	4
"S358"	"female"	"IntenseAndRebellious"	"Non-musician"	496	7	"Major"	"High"	"Root"	2	5	7	5
"S359"	"female"	"ReflectiveAndComplex"	"Non-musician"	177	6	"Major"	"High"	"Root"	2	6	6	2
"S360"	"male"	"ReflectiveAndComplex"	"Musician"	955	6	"Major"	"High"	"Root"	1	5	7	5
"S361"	"female"	"UpbeatAndConventional"	"Non-musician"	395	7	"Major"	"High"	"Root"	2	3	6	4
"S362"	"male"	"ReflectiveAndComplex"	"Musician"	945	6	"Major"	"High"	"Root"	1	5	7	3
"S363"	"female"	"ReflectiveAndComplex"	"Non-musician"	254	6	"Major"	"High"	"Root"	3	4	6	4
"S364"	"female"	"ReflectiveAndComplex"	"Non-musician"	431	7	"Major"	"High"	"Root"	1	6	7	7
"S365"	"male"	"IntenseAndRebellious"	"Non-musician"	440	6	"Major"	"High"	"Root"	3	4	6	4
"S366"	"male"	"IntenseAndRebellious"	"Musician"	957	5	"Major"	"High"	"Root"	5	5	3	3
"S367"	"male"	"ReflectiveAndComplex"	"Musician"	924	7	"Major"	"High"	"Root"	1	7	7	3
"S368"	"female"	"ReflectiveAndComplex"	"Non-musician"	375	6	"Major"	"High"	"Root"	1	4	6	5
"S369"	"male"	"IntenseAndRebellious"	"Non-musician"	254	3	"Major"	"High"	"Root"	4	3	3	3
"S370"	"female"	"IntenseAndRebellious"	"Musician"	721	4	"Major"	"High"	"Root"	3	4	7	5
"S371"	"male"	"ReflectiveAndComplex"	"Musician"	956	6	"Major"	"High"	"Root"	1	4	7	4
"S372"	"male"	"IntenseAndRebellious"	"Musician"	890	4	"Major"	"High"	"Root"	1	4	7	4
"S373"	"male"	"IntenseAndRebellious"	"Musician"	575	7	"Major"	"High"	"Root"	1	4	7	7
"S374"	"male"	"ReflectiveAndComplex"	"Musician"	546	6	"Major"	"High"	"Root"	5	5	6	6
"S375"	"female"	"ReflectiveAndComplex"	"Non-musician"	81	3	"Major"	"High"	"Root"	3	5	5	5
"S376"	"male"	"ReflectiveAndComplex"	"Non-musician"	378	6	"Major"	"High"	"Root"	2	5	6	2
"S377"	"male"	"ReflectiveAndComplex"	"Musician"	948	7	"Major"	"High"	"Root"	2	3	7	5
"S378"	"female"	"ReflectiveAndComplex"	"Musician"	976	6	"Major"	"High"	"Root"	3	4	6	4
"S379"	"male"	"ReflectiveAndComplex"	"Non-musician"	166	5	"Major"	"High"	"Root"	1	2	3	1
"S380"	"male"	"IntenseAndRebellious"	"Musician"	813	6	"Major"	"High"	"Root"	2	3	6	3
"S381"	"female"	"IntenseAndRebellious"	"Musician"	588	6	"Major"	"High"	"Root"	1	5	7	5
"S382"	"male"	"ReflectiveAndComplex"	"Musician"	916	4	"Major"	"High"	"Root"	5	5	3	5
"S383"	"male"	"ReflectiveAndComplex"	"Musician"	955	5	"Major"	"High"	"Root"	3	4	5	5
"S384"	"male"	"UpbeatAndConventional"	"Musician"	681	7	"Major"	"High"	"Root"	5	6	4	7
"S385"	"male"	"IntenseAndRebellious"	"Non-musician"	27	4	"Major"	"High"	"Root"	4	2	4	4
"S386"	"female"	"UpbeatAndConventional"	"Musician"	567	7	"Major"	"High"	"Root"	1	1	7	6
"S387"	"male"	"IntenseAndRebellious"	"Musician"	977	7	"Major"	"High"	"Root"	1	2	7	4
"S388"	"male"	"ReflectiveAndComplex"	"Musician"	998	6	"Major"	"High"	"Root"	3	4	6	4
"S389"	"female"	"UpbeatAndConventional"	"Musician"	989	7	"Major"	"High"	"Root"	2	3	7	3
"S390"	"female"	"ReflectiveAndComplex"	"Musician"	954	7	"Major"	"High"	"Root"	1	2	7	4
"S391"	"female"	"ReflectiveAndComplex"	"Musician"	932	7	"Major"	"High"	"Root"	1	2	6	4
"S392"	"male"	"UpbeatAndConventional"	"Non-musician"	193	7	"Major"	"High"	"Root"	1	5	5	7
"S393"	"female"	"EnergeticAndRhythmic"	"Musician"	951	7	"Major"	"High"	"Root"	1	3	7	5
"S394"	"female"	"UpbeatAndConventional"	"Non-musician"	103	6	"Major"	"High"	"Root"	2	2	7	6
"S395"	"male"	"ReflectiveAndComplex"	"Musician"	905	7	"Major"	"High"	"Root"	1	2	7	6
"S396"	"female"	"ReflectiveAndComplex"	"Musician"	975	7	"Major"	"High"	"Root"	3	2	5	5
"S397"	"female"	"ReflectiveAndComplex"	"Musician"	980	6	"Major"	"High"	"Root"	3	4	6	4
"S398"	"male"	"ReflectiveAndComplex"	"Non-musician"	385	6	"Major"	"High"	"Root"	3	4	6	4
"S399"	"male"	"IntenseAndRebellious"	"Non-musician"	271	5	"Major"	"High"	"Root"	2	2	6	3
"S400"	"female"	"ReflectiveAndComplex"	"Musician"	795	7	"Major"	"High"	"Root"	1	6	7	4
"S401"	"female"	"UpbeatAndConventional"	"Non-musician"	239	5	"Major"	"High"	"Root"	3	5	5	4
"S402"	"male"	"UpbeatAndConventional"	"Non-musician"	349	6	"Major"	"High"	"Root"	3	4	6	4
"S403"	"male"	"IntenseAndRebellious"	"Musician"	610	7	"Major"	"High"	"Root"	2	4	6	4
"S404"	"female"	"UpbeatAndConventional"	"Non-musician"	102	6	"Major"	"High"	"Root"	3	4	6	4
"S405"	"male"	"ReflectiveAndComplex"	"Musician"	621	6	"Major"	"High"	"Root"	1	2	7	7
"S406"	"male"	"EnergeticAndRhythmic"	"Non-musician"	77	6	"Major"	"High"	"Root"	2	6	6	6
"S407"	"male"	"ReflectiveAndComplex"	"Non-musician"	497	6	"Major"	"High"	"Root"	5	5	5	3
"S408"	"female"	"UpbeatAndConventional"	"Non-musician"	218	7	"Major"	"High"	"Root"	2	6	7	5
"S409"	"female"	"UpbeatAndConventional"	"Non-musician"	99	3	"Major"	"High"	"Root"	7	6	2	2
"S410"	"female"	"ReflectiveAndComplex"	"Musician"	866	4	"Major"	"High"	"Root"	2	5	7	6
"S1"	"female"	"ReflectiveAndComplex"	"Musician"	992	4	"Pent."	"High"	"NA"	5	3	2	5
"S2"	"male"	"IntenseAndRebellious"	"Non-musician"	100	3	"Pent."	"High"	"NA"	3	4	5	6
"S3"	"male"	"ReflectiveAndComplex"	"Musician"	991	6	"Pent."	"High"	"NA"	5	5	3	5
"S4"	"female"	"ReflectiveAndComplex"	"Musician"	979	4	"Pent."	"High"	"NA"	4	3	7	6
"S5"	"female"	"IntenseAndRebellious"	"Non-musician"	268	4	"Pent."	"High"	"NA"	4	5	4	3
"S6"	"male"	"ReflectiveAndComplex"	"Musician"	622	4	"Pent."	"High"	"NA"	4	5	5	6
"S7"	"female"	"EnergeticAndRhythmic"	"Non-musician"	145	4	"Pent."	"High"	"NA"	3	4	4	5
"S8"	"female"	"IntenseAndRebellious"	"Musician"	921	7	"Pent."	"High"	"NA"	2	2	6	6
"S9"	"female"	"ReflectiveAndComplex"	"Non-musician"	154	4	"Pent."	"High"	"NA"	3	6	4	6
"S10"	"female"	"ReflectiveAndComplex"	"Musician"	775	6	"Pent."	"High"	"NA"	1	3	7	2
"S11"	"female"	"EnergeticAndRhythmic"	"Non-musician"	279	6	"Pent."	"High"	"NA"	3	5	5	4
"S12"	"male"	"UpbeatAndConventional"	"Musician"	656	7	"Pent."	"High"	"NA"	4	5	6	7
"S13"	"male"	"ReflectiveAndComplex"	"Non-musician"	250	4	"Pent."	"High"	"NA"	4	4	5	3
"S14"	"male"	"ReflectiveAndComplex"	"Musician"	897	6	"Pent."	"High"	"NA"	6	6	5	5
"S15"	"female"	"ReflectiveAndComplex"	"Musician"	996	4	"Pent."	"High"	"NA"	6	3	5	3
"S16"	"male"	"IntenseAndRebellious"	"Non-musician"	292	4	"Pent."	"High"	"NA"	6	4	3	2
"S17"	"male"	"ReflectiveAndComplex"	"Non-musician"	381	5	"Pent."	"High"	"NA"	3	6	3	5
"S18"	"male"	"UpbeatAndConventional"	"Musician"	769	5	"Pent."	"High"	"NA"	3	5	3	5
"S19"	"male"	"EnergeticAndRhythmic"	"Musician"	978	4	"Pent."	"High"	"NA"	4	4	4	4
"S20"	"female"	"UpbeatAndConventional"	"Non-musician"	88	5	"Pent."	"High"	"NA"	4	4	4	4
"S21"	"male"	"ReflectiveAndComplex"	"Musician"	981	6	"Pent."	"High"	"NA"	5	6	2	4
"S22"	"female"	"ReflectiveAndComplex"	"Musician"	908	4	"Pent."	"High"	"NA"	5	5	3	3
"S23"	"female"	"UpbeatAndConventional"	"Non-musician"	98	4	"Pent."	"High"	"NA"	3	3	3	4
"S24"	"female"	"UpbeatAndConventional"	"Non-musician"	164	4	"Pent."	"High"	"NA"	5	6	3	3
"S25"	"female"	"UpbeatAndConventional"	"Non-musician"	420	5	"Pent."	"High"	"NA"	3	3	5	3
"S26"	"female"	"ReflectiveAndComplex"	"Non-musician"	72	7	"Pent."	"High"	"NA"	2	2	6	6
"S27"	"male"	"ReflectiveAndComplex"	"Musician"	737	7	"Pent."	"High"	"NA"	2	3	6	6
"S28"	"male"	"ReflectiveAndComplex"	"Non-musician"	74	2	"Pent."	"High"	"NA"	6	5	2	2
"S29"	"female"	"UpbeatAndConventional"	"Non-musician"	295	3	"Pent."	"High"	"NA"	5	3	3	3
"S30"	"female"	"UpbeatAndConventional"	"Musician"	712	6	"Pent."	"High"	"NA"	3	5	6	5
"S31"	"female"	"ReflectiveAndComplex"	"Non-musician"	116	3	"Pent."	"High"	"NA"	5	5	3	4
"S32"	"female"	"ReflectiveAndComplex"	"Musician"	688	3	"Pent."	"High"	"NA"	6	5	4	7
"S33"	"female"	"ReflectiveAndComplex"	"Non-musician"	55	4	"Pent."	"High"	"NA"	6	6	5	4
"S34"	"female"	"ReflectiveAndComplex"	"Musician"	953	4	"Pent."	"High"	"NA"	6	6	3	3
"S35"	"female"	"IntenseAndRebellious"	"Non-musician"	66	4	"Pent."	"High"	"NA"	4	4	3	3
"S36"	"female"	"ReflectiveAndComplex"	"Musician"	999	3	"Pent."	"High"	"NA"	6	6	2	5
"S37"	"male"	"EnergeticAndRhythmic"	"Musician"	669	5	"Pent."	"High"	"NA"	4	5	5	4
"S38"	"female"	"ReflectiveAndComplex"	"Non-musician"	167	5	"Pent."	"High"	"NA"	3	5	5	5
"S39"	"male"	"ReflectiveAndComplex"	"Musician"	843	4	"Pent."	"High"	"NA"	2	3	6	5
"S40"	"male"	"ReflectiveAndComplex"	"Non-musician"	143	4	"Pent."	"High"	"NA"	3	5	3	4
"S41"	"male"	"ReflectiveAndComplex"	"Musician"	571	4	"Pent."	"High"	"NA"	6	6	2	4
"S42"	"female"	"ReflectiveAndComplex"	"Non-musician"	428	5	"Pent."	"High"	"NA"	4	4	4	3
"S43"	"female"	"UpbeatAndConventional"	"Non-musician"	109	5	"Pent."	"High"	"NA"	2	3	3	4
"S44"	"female"	"ReflectiveAndComplex"	"Musician"	956	6	"Pent."	"High"	"NA"	4	6	4	6
"S45"	"male"	"EnergeticAndRhythmic"	"Musician"	856	6	"Pent."	"High"	"NA"	4	5	5	7
"S46"	"female"	"IntenseAndRebellious"	"Non-musician"	66	4	"Pent."	"High"	"NA"	3	5	3	4
"S47"	"male"	"EnergeticAndRhythmic"	"Non-musician"	89	4	"Pent."	"High"	"NA"	5	4	2	4
"S48"	"male"	"UpbeatAndConventional"	"Non-musician"	104	5	"Pent."	"High"	"NA"	4	4	4	4
"S49"	"male"	"ReflectiveAndComplex"	"Musician"	989	5	"Pent."	"High"	"NA"	3	3	5	4
"S50"	"male"	"EnergeticAndRhythmic"	"Non-musician"	366	6	"Pent."	"High"	"NA"	4	4	3	5
"S51"	"male"	"IntenseAndRebellious"	"Musician"	550	4	"Pent."	"High"	"NA"	6	3	3	3
"S52"	"female"	"IntenseAndRebellious"	"Musician"	622	5	"Pent."	"High"	"NA"	4	4	4	4
"S53"	"male"	"ReflectiveAndComplex"	"Musician"	995	6	"Pent."	"High"	"NA"	5	4	5	6
"S54"	"female"	"ReflectiveAndComplex"	"Musician"	857	4	"Pent."	"High"	"NA"	5	5	3	4
"S55"	"female"	"EnergeticAndRhythmic"	"Musician"	983	6	"Pent."	"High"	"NA"	5	6	5	6
"S56"	"female"	"IntenseAndRebellious"	"Musician"	882	5	"Pent."	"High"	"NA"	2	5	4	4
"S57"	"male"	"ReflectiveAndComplex"	"Musician"	627	5	"Pent."	"High"	"NA"	4	3	3	4
"S58"	"male"	"ReflectiveAndComplex"	"Non-musician"	301	5	"Pent."	"High"	"NA"	5	5	3	5
"S59"	"female"	"ReflectiveAndComplex"	"Musician"	670	6	"Pent."	"High"	"NA"	2	6	5	5
"S60"	"male"	"IntenseAndRebellious"	"Musician"	697	5	"Pent."	"High"	"NA"	2	5	5	5
"S61"	"male"	"UpbeatAndConventional"	"Musician"	697	6	"Pent."	"High"	"NA"	1	4	6	6
"S62"	"male"	"ReflectiveAndComplex"	"Musician"	864	5	"Pent."	"High"	"NA"	2	5	2	6
"S63"	"male"	"IntenseAndRebellious"	"Musician"	860	5	"Pent."	"High"	"NA"	4	4	4	3
"S64"	"male"	"ReflectiveAndComplex"	"Musician"	927	4	"Pent."	"High"	"NA"	5	5	6	6
"S65"	"female"	"ReflectiveAndComplex"	"Musician"	964	5	"Pent."	"High"	"NA"	6	6	3	5
"S66"	"female"	"EnergeticAndRhythmic"	"Non-musician"	145	2	"Pent."	"High"	"NA"	4	4	2	2
"S67"	"female"	"ReflectiveAndComplex"	"Non-musician"	182	6	"Pent."	"High"	"NA"	4	6	4	5
"S68"	"female"	"ReflectiveAndComplex"	"Musician"	564	3	"Pent."	"High"	"NA"	5	3	5	6
"S69"	"female"	"ReflectiveAndComplex"	"Musician"	853	4	"Pent."	"High"	"NA"	6	5	2	4
"S70"	"male"	"IntenseAndRebellious"	"Non-musician"	468	5	"Pent."	"High"	"NA"	5	4	3	6
"S71"	"male"	"ReflectiveAndComplex"	"Musician"	977	5	"Pent."	"High"	"NA"	4	5	4	4
"S72"	"male"	"IntenseAndRebellious"	"Musician"	817	5	"Pent."	"High"	"NA"	5	6	3	5
"S73"	"male"	"UpbeatAndConventional"	"Musician"	877	5	"Pent."	"High"	"NA"	6	4	2	3
"S74"	"female"	"UpbeatAndConventional"	"Musician"	682	4	"Pent."	"High"	"NA"	6	6	5	7
"S75"	"female"	"EnergeticAndRhythmic"	"Musician"	815	4	"Pent."	"High"	"NA"	2	2	4	4
"S76"	"male"	"ReflectiveAndComplex"	"Non-musician"	490	4	"Pent."	"High"	"NA"	3	3	5	3
"S77"	"female"	"UpbeatAndConventional"	"Non-musician"	273	5	"Pent."	"High"	"NA"	3	6	4	6
"S78"	"female"	"ReflectiveAndComplex"	"Musician"	872	7	"Pent."	"High"	"NA"	7	6	5	5
"S79"	"female"	"UpbeatAndConventional"	"Non-musician"	89	3	"Pent."	"High"	"NA"	6	3	2	2
"S80"	"female"	"UpbeatAndConventional"	"Non-musician"	209	4	"Pent."	"High"	"NA"	5	5	3	4
"S81"	"male"	"ReflectiveAndComplex"	"Non-musician"	164	1	"Pent."	"High"	"NA"	6	2	3	1
"S82"	"male"	"ReflectiveAndComplex"	"Musician"	999	6	"Pent."	"High"	"NA"	3	5	5	6
"S83"	"female"	"IntenseAndRebellious"	"Non-musician"	86	5	"Pent."	"High"	"NA"	5	4	5	5
"S84"	"male"	"EnergeticAndRhythmic"	"Non-musician"	100	5	"Pent."	"High"	"NA"	6	6	4	3
"S85"	"male"	"ReflectiveAndComplex"	"Musician"	980	6	"Pent."	"High"	"NA"	4	4	4	6
"S86"	"male"	"EnergeticAndRhythmic"	"Non-musician"	117	3	"Pent."	"High"	"NA"	6	5	3	2
